,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
20,2,0.0,0.0,0.0,1062.31,353.209,0.871610999999999,1101.56,355.17,0.85013,1115.21,413.889,0.865413,1087.86,413.881,0.0839848,1025.17,353.144,0.885686,1001.64,411.928,0.848143,1005.54,390.36,0.197466,1087.81,468.762,0.763934999999999,1074.07,545.146,0.825330999999999,1066.3,625.484,0.720698,1040.72,470.687,0.732537999999999,1040.73,552.919,0.820948999999999,1042.78,643.1,0.771288,0.0,0.0,0.0,0.0,0.0,0.0,1079.98,317.814,0.700473,1042.69,317.811,0.834480999999999
21,0,0.0,0.0,0.0,1058.36,355.171,0.910782,1101.5,355.181,0.862522,1109.35,415.786,0.8883900000000001,1087.79,417.853,0.151926,1013.44,357.042,0.834741,995.753,415.774,0.916469,1025.04,400.156,0.055582,1078.04,476.531,0.733745,1072.07,552.918,0.868970999999999,1062.35,629.411,0.745467,1027.2,476.553,0.760811999999999,1036.82,554.966,0.848154,1042.76,645.031,0.801237,0.0,0.0,0.0,0.0,0.0,0.0,1072.14,311.973,0.592496999999999,1031.0,317.818,0.892641999999999
22,0,0.0,0.0,0.0,1060.37,355.094,0.888207,1103.54,355.117,0.905766,1111.31,415.83,0.854161,1087.78,413.914,0.0933461,1021.2,355.159,0.819777,997.743,417.785,0.85687,1007.46,386.482,0.0697694,1085.79,476.562,0.752077,1074.16,554.882,0.887972,1076.06,635.214,0.8267800000000001,1032.99,476.554,0.725816999999999,1038.84,556.827,0.848757,1042.82,646.992,0.833627,0.0,0.0,0.0,1025.15,310.032,0.131808999999999,1072.17,308.124,0.370498,1034.92,310.082,0.853108
23,0,40.72,321.764,0.164771,1076.06,355.103,0.86955,1115.25,355.179,0.823626,1119.18,411.953,0.811286,1087.86,417.795,0.0634967,1042.68,355.07,0.844025999999999,1017.28,417.783,0.854877,995.818,402.184,0.726495999999999,1089.73,476.57,0.778397999999999,1078.06,554.858,0.821893,1074.14,637.272,0.834720999999999,1040.84,476.626,0.743143999999999,1025.14,551.005,0.854506,1042.76,633.227,0.89004,0.0,0.0,0.0,1038.77,313.975,0.278758,1083.92,310.095,0.172111,1048.6,312.034,0.856757999999999
24,0,993.769,321.881,0.571635,1034.95,355.087,0.847955,1070.13,355.071,0.853376999999999,1072.03,406.028,0.375413999999999,0.0,0.0,0.0,1005.48,355.136,0.805229,982.062,415.747,0.877417999999999,958.525,398.285,0.843649,1048.63,476.529,0.725328,1056.51,554.857,0.86772,1074.03,635.255,0.870911,1001.64,476.628,0.723213,978.124,547.085,0.853013999999999,962.407,621.599,0.871837,0.0,0.0,0.0,993.822,317.856,0.642493,1038.78,315.916,0.0740382,1009.38,317.815,0.8787
25,0,915.371,321.876,0.36908799999999903,954.598,351.144,0.882672999999999,982.095,349.258,0.858081,993.671,398.277,0.775075,962.364,400.235,0.054075599999999,927.195,351.216,0.865552,905.586,409.951,0.800666,885.95,398.183,0.868374,970.25,460.874,0.742687,935.041,539.159,0.805576,919.402,601.888,0.855228,936.993,462.829,0.73838,944.771,539.277,0.836975999999999,960.477,621.541,0.847267,0.0,0.0,0.0,915.359,317.881,0.454663999999999,958.468,306.24,0.133819,923.279,315.867,0.840629
26,1,854.783,317.803,0.492701,895.772,349.146,0.866369,917.45,347.253,0.8716800000000001,925.236,396.269,0.678026,891.932,402.151,0.0744027,868.425,349.16,0.879614,852.763,398.205,0.909972999999999,825.342,386.44,0.825438,903.664,447.248,0.785451,887.974,511.865,0.854425999999999,887.966,582.317,0.764093999999999,870.422,449.148,0.767554,852.771,511.83,0.9171100000000001,891.916,580.395,0.706865,0.0,0.0,0.0,856.634,306.185,0.582857,899.681,304.25,0.102945,870.291,306.147,0.898938999999999
27,1,0.0,0.0,0.0,837.023,349.203,0.914613999999999,868.41,349.176,0.884397999999999,874.313,398.093,0.8687600000000001,852.687,396.222,0.160421999999999,805.616,349.235,0.879076,789.998,398.213,0.9504900000000001,813.529,386.439,0.059337999999999,848.776,447.174,0.779779,854.612,511.818,0.893836,874.286,586.211,0.825511,807.601,447.121,0.79507,790.12,509.897,0.919071,786.088,578.443,0.8153900000000001,0.0,0.0,0.0,805.702,306.084,0.0561471,842.957,306.102,0.5994200000000001,809.65,308.08,0.932643
28,1,0.0,0.0,0.0,792.031,341.385,0.896273,825.284,339.506,0.856424,838.924,388.434,0.911114,817.452,394.26,0.182945,760.612,341.423,0.884967,747.009,388.433,0.828183,774.366,394.305,0.132834,809.582,435.458,0.784640999999999,801.816,498.146,0.812539,790.013,568.64,0.758270999999999,774.276,437.371,0.766268,776.315,503.982,0.836082,784.119,570.621,0.773539,0.0,0.0,0.0,0.0,0.0,0.0,805.707,304.181,0.878262,774.319,306.112,0.988609
29,1,0.0,0.0,0.0,797.85,341.359,0.874255999999999,827.288,341.409,0.852208,838.929,388.388,0.93156,819.429,394.313,0.209149,766.484,341.364,0.863034,756.678,386.513,0.863763,776.331,388.401,0.0898475,807.653,437.382,0.811817,797.873,496.146,0.798651,789.962,558.911,0.856397,772.347,435.437,0.735692999999999,760.732,494.274,0.889791,774.262,558.818,0.845430999999999,0.0,0.0,0.0,0.0,0.0,0.0,811.627,306.068,0.80537,780.251,306.079,0.816353999999999
30,1,0.0,0.0,0.0,790.096,339.503,0.915987,823.268,345.281,0.880625,835.014,386.526,0.848119,807.69,392.288,0.231967999999999,758.72,339.404,0.922063,744.931,384.512,0.937755999999999,772.352,384.561,0.147857,799.829,435.447,0.759828,793.933,496.184,0.861541,789.985,558.928,0.869428,760.595,431.582,0.809534,756.725,492.332,0.903991,746.991,556.96,0.886994,0.0,0.0,0.0,0.0,0.0,0.0,811.601,306.172,0.887443,780.21,304.186,0.713554999999999
31,2,0.0,0.0,0.0,766.508,339.427,0.883019,797.853,341.364,0.839237999999999,807.613,386.488,0.930972999999999,788.024,392.298,0.296311,735.152,339.426,0.873687,725.37,384.593,0.873564,744.988,396.247,0.237004,780.214,431.495,0.808407,788.037,494.226,0.889779,789.991,558.85,0.86699,743.049,431.526,0.828734,745.042,498.154,0.875653,748.889,568.586,0.881749,0.0,0.0,0.0,0.0,0.0,0.0,790.061,304.209,0.944847,758.682,302.202,0.833932999999999
32,2,0.0,0.0,0.0,752.771,339.407,0.889752,780.234,339.457,0.837847,809.655,368.863,0.910656999999999,801.738,337.444,0.777914999999999,723.367,339.442,0.867825,711.707,384.418,0.875648,733.209,388.399,0.104739,774.315,431.488,0.829388,778.304,494.154,0.895440999999999,788.06,556.987,0.878421999999999,735.139,433.436,0.790609,743.031,494.269,0.900758,747.004,562.788,0.860951999999999,0.0,0.0,0.0,0.0,0.0,0.0,774.424,304.259,1.00853,744.892,304.23,0.856198999999999
33,2,0.0,0.0,0.0,748.922,337.412,0.921914,776.392,335.518,0.938556,813.53,341.374,0.888934,793.973,317.875,0.844940999999999,721.447,339.391,0.877516,711.663,384.451,0.880626999999999,731.294,386.507,0.10874299999999901,774.271,429.465,0.807369,778.328,494.177,0.880593,788.075,558.829,0.874692999999999,733.241,431.472,0.800855,743.055,494.233,0.907157999999999,747.011,566.716,0.874215,0.0,0.0,0.0,0.0,0.0,0.0,774.255,306.077,0.733489,743.062,306.032,0.775322
34,2,0.0,0.0,0.0,752.778,337.488,0.928566,778.285,337.477,0.91546,819.358,347.262,0.864001999999999,795.88,319.779,0.917616,723.394,339.406,0.884469,711.738,384.473,0.83794,735.22,384.518,0.0747351,774.361,431.485,0.823923,778.343,494.282,0.880805,788.07,558.857,0.875477,737.093,433.492,0.784388,743.083,496.171,0.896142999999999,747.013,566.672,0.866939,0.0,0.0,0.0,0.0,0.0,0.0,774.314,306.098,0.83011,744.967,304.25,0.659797
35,2,0.0,0.0,0.0,752.804,337.535,0.890994,780.214,337.554,0.866607999999999,805.617,384.505,0.967916999999999,778.276,380.594,0.16535000000000002,723.444,337.541,0.883906,713.574,382.619,0.863748,741.092,386.435,0.123435999999999,774.314,431.493,0.820301,780.21,494.23,0.864097,788.083,558.844,0.866973,735.153,431.583,0.779586999999999,743.048,496.177,0.885882,747.001,564.74,0.861012,0.0,0.0,0.0,0.0,0.0,0.0,776.28,304.252,0.949434999999999,745.041,304.172,0.566968
36,2,0.0,0.0,0.0,754.758,337.579,0.892797,782.213,337.569,0.862416,793.982,386.466,0.914876999999999,774.373,382.523,0.165498999999999,723.441,339.449,0.869638999999999,713.689,384.479,0.769996999999999,742.939,384.507,0.100738,774.32,429.619,0.827911,778.328,494.128,0.895512,787.999,556.998,0.873232,735.153,431.522,0.789374999999999,743.047,494.23,0.908393999999999,747.01,562.762,0.857069,778.25,304.036,0.065631,0.0,0.0,0.0,774.408,304.139,0.956372,744.987,304.131,0.483720999999999
37,2,0.0,0.0,0.0,754.732,339.447,0.879531,782.182,339.447,0.837847999999999,794.011,386.489,0.902714999999999,776.281,380.584,0.126915,723.422,339.505,0.862597,713.694,384.462,0.756487,742.905,384.465,0.0897803,774.346,431.465,0.83396,778.335,494.159,0.8904000000000001,788.006,558.821,0.873728,735.144,431.553,0.798426,743.04,494.265,0.907882,748.876,564.728,0.855325999999999,0.0,0.0,0.0,0.0,0.0,0.0,776.291,306.105,0.966858999999999,744.934,304.225,0.786476
38,2,0.0,0.0,0.0,754.725,339.432,0.881427,782.184,339.453,0.840631999999999,793.927,386.439,0.9247000000000001,774.385,388.415,0.221019,723.426,339.467,0.867993999999999,713.6,384.419,0.837997,742.89,384.552,0.134333999999999,774.297,429.596,0.8216,778.333,494.15,0.890748,788.032,556.992,0.8798400000000001,733.244,431.479,0.794204999999999,743.029,494.184,0.925534,746.993,560.866,0.867421999999999,0.0,0.0,0.0,0.0,0.0,0.0,776.302,306.15,0.985696999999999,744.922,304.224,0.822932999999999
39,2,0.0,0.0,0.0,752.824,339.44,0.876953,780.276,339.428,0.845587,793.94,386.464,0.907635,774.386,386.435,0.175011,723.394,339.509,0.850171,713.569,384.413,0.797739,741.081,382.536,0.09942089999999901,774.307,431.453,0.815504,778.317,494.161,0.892802,788.037,556.98,0.880135,733.25,431.537,0.795407,743.032,494.222,0.915997,748.856,562.777,0.858806,0.0,0.0,0.0,0.0,0.0,0.0,776.256,306.131,0.983976,744.89,306.038,0.816584
40,2,0.0,0.0,0.0,752.809,339.425,0.875369,780.248,339.425,0.846657999999999,793.979,386.509,0.89226,776.338,394.254,0.20569,723.388,339.483,0.853005,713.585,384.467,0.757332999999999,742.896,384.556,0.107060999999999,772.436,431.448,0.809349,778.307,492.313,0.900768999999999,788.009,556.937,0.886478,733.194,431.526,0.794222,743.032,494.216,0.923743,748.867,562.777,0.8557500000000001,0.0,0.0,0.0,0.0,0.0,0.0,776.278,306.1,0.955773,744.926,304.211,0.830530999999999
41,2,0.0,0.0,0.0,752.809,337.549,0.898605999999999,782.18,337.551,0.860233999999999,793.977,386.464,0.911713999999999,774.4,386.468,0.154599,721.481,339.402,0.861417,713.542,384.402,0.813078,741.034,384.539,0.10248499999999901,774.287,429.588,0.819394,778.299,492.306,0.909355999999999,788.019,556.928,0.890123,733.238,431.471,0.800464,743.025,494.185,0.932264,748.867,564.761,0.860532,0.0,0.0,0.0,0.0,0.0,0.0,774.381,306.177,0.9746400000000001,743.078,306.042,0.807913999999999
42,2,0.0,0.0,0.0,750.858,337.557,0.893004999999999,780.219,337.545,0.868165,794.024,386.418,0.908656999999999,776.29,392.31,0.223069,721.439,339.425,0.8672300000000001,713.588,384.437,0.825503,742.904,388.435,0.147058,774.276,429.599,0.821072999999999,778.314,492.314,0.906758,788.0,556.947,0.883621999999999,733.245,431.477,0.794898,743.034,494.16,0.928006,747.014,564.72,0.8602200000000001,0.0,0.0,0.0,0.0,0.0,0.0,774.339,306.153,0.966769,743.029,304.241,0.7300300000000001
43,2,0.0,0.0,0.0,750.85,339.395,0.891501,780.274,337.572,0.857869,793.975,386.49,0.901056,774.374,386.453,0.15177000000000002,719.506,339.466,0.8625600000000001,713.559,384.45,0.824904,741.05,384.52,0.111014999999999,774.294,431.436,0.827083999999999,778.332,494.159,0.896540999999999,788.047,556.976,0.886691,733.226,431.525,0.795028,743.02,494.278,0.913218,748.875,566.649,0.860286,0.0,0.0,0.0,0.0,0.0,0.0,774.33,306.188,0.95596,743.007,306.068,0.756186999999999
44,2,0.0,0.0,0.0,750.862,339.406,0.891158999999999,780.247,339.392,0.858721,793.973,386.472,0.9004900000000001,774.353,382.56,0.134624,721.422,339.48,0.853588,713.574,384.45,0.785256,741.062,382.539,0.085823,774.311,431.45,0.828234999999999,778.322,494.179,0.903678,788.041,556.973,0.891471999999999,733.227,431.545,0.802345,743.026,494.289,0.9120100000000001,748.867,566.652,0.860283999999999,0.0,0.0,0.0,0.0,0.0,0.0,774.293,306.178,0.944469,742.988,306.12,0.784509
45,2,0.0,0.0,0.0,750.883,337.575,0.894451999999999,780.271,337.545,0.8680300000000001,793.975,386.494,0.900484,776.272,384.504,0.129816,721.432,339.489,0.851065,713.577,384.438,0.788951,741.025,382.556,0.0851879,774.318,431.456,0.8311000000000001,778.325,494.221,0.896756,788.041,556.998,0.885016999999999,733.232,431.549,0.800485,743.038,494.26,0.920396,748.861,564.746,0.860873,0.0,0.0,0.0,0.0,0.0,0.0,774.288,306.163,0.9680749999999991,743.006,306.082,0.754856
46,2,0.0,0.0,0.0,752.767,339.436,0.884162,782.183,339.434,0.858328,793.974,388.408,0.885277,776.271,384.514,0.12656,719.528,339.5,0.855727999999999,713.542,384.452,0.796269,741.022,382.535,0.0867049,774.334,431.466,0.839746999999999,778.338,494.21,0.891246,788.029,557.001,0.884568999999999,733.266,431.545,0.798427,743.029,494.263,0.906830999999999,748.86,564.718,0.856039,0.0,0.0,0.0,0.0,0.0,0.0,774.324,306.195,0.950456,742.995,306.117,0.842293
47,2,0.0,0.0,0.0,750.863,337.583,0.884787,780.223,337.539,0.864641,795.917,386.458,0.883145,776.318,392.313,0.204463999999999,721.45,339.499,0.8502700000000001,713.604,384.451,0.786235999999999,742.87,384.497,0.0924096,774.306,429.609,0.826367,778.337,494.146,0.8799,788.036,556.996,0.882855,733.23,431.497,0.804843,743.02,494.227,0.907454,748.865,564.701,0.856560999999999,0.0,0.0,0.0,0.0,0.0,0.0,774.356,306.162,0.946494,743.063,306.054,0.756852
48,2,0.0,0.0,0.0,754.712,337.557,0.900084999999999,780.281,337.57,0.856078999999999,793.994,386.508,0.8872300000000001,774.374,384.51,0.131523,723.436,337.57,0.878532,713.547,384.417,0.829562999999999,741.028,386.447,0.103892,774.321,431.476,0.822098999999999,778.3,494.212,0.887961,788.021,556.977,0.878243,733.257,431.551,0.795118999999999,743.032,494.288,0.919801,746.984,560.789,0.875564999999999,0.0,0.0,0.0,0.0,0.0,0.0,774.435,306.067,0.978556,744.879,304.228,0.874513
49,2,786.064,308.164,0.176374,750.853,339.399,0.867235,778.291,339.461,0.877954999999999,792.037,388.397,0.905968,774.339,382.598,0.194894999999999,723.371,337.579,0.867382,713.55,382.557,0.811828999999999,742.927,384.49,0.110846,772.383,431.568,0.791032,778.271,494.179,0.892907999999999,787.995,556.95,0.877278999999999,731.308,433.482,0.791250999999999,742.948,496.141,0.898075,746.986,560.799,0.866996,784.172,306.043,0.27977,0.0,0.0,0.0,774.418,306.041,0.986339,747.008,304.172,0.262679
50,2,790.003,308.082,0.205226,756.747,339.439,0.895361,788.033,341.399,0.847251,799.838,390.383,0.840316,776.261,388.405,0.179863,725.395,339.435,0.883455,713.666,382.587,0.832793999999999,742.927,388.389,0.128048,774.392,431.526,0.819303,778.34,494.23,0.884805,788.072,558.838,0.881822,737.108,431.565,0.784739,743.033,494.302,0.901158,748.852,562.795,0.850947999999999,789.938,304.257,0.301973999999999,0.0,0.0,0.0,778.288,306.046,0.912885,754.726,304.113,0.284361
51,2,0.0,0.0,0.0,784.183,339.506,0.854756,815.515,345.265,0.8175,842.977,386.425,0.853260999999999,839.06,382.562,0.309656999999999,752.792,339.417,0.854005999999999,737.162,384.503,0.861055999999999,760.634,394.27,0.170977,795.928,431.524,0.798026999999999,815.492,494.289,0.852757,835.078,558.849,0.845576,758.619,431.517,0.826102,754.758,496.159,0.863255,746.911,560.78,0.861462,0.0,0.0,0.0,0.0,0.0,0.0,805.787,306.231,0.9795379999999991,776.276,306.121,0.699562999999999
52,2,0.0,0.0,0.0,837.058,337.555,0.908426,866.451,347.285,0.837890999999999,891.878,378.596,0.814056999999999,907.546,402.082,0.875968,807.622,335.527,0.904121,776.326,378.606,0.872502,788.024,361.009,0.31839,838.97,433.481,0.800769,837.038,494.314,0.888536,836.978,566.642,0.834534999999999,801.803,431.485,0.756672999999999,789.982,492.326,0.943002,780.218,560.856,0.822496,0.0,0.0,0.0,821.49,310.026,0.0737145,852.713,313.936,0.591596999999999,823.263,306.21,0.945886999999999
53,0,0.0,0.0,0.0,839.058,337.549,0.908399,868.359,345.316,0.831562999999999,891.877,380.519,0.824701999999999,905.622,402.112,0.859401,817.424,335.551,0.857557,791.918,376.626,0.828801999999999,776.362,374.694,0.743633,841.037,435.447,0.766809,838.954,496.191,0.911324999999999,837.011,564.732,0.837306999999999,807.699,433.468,0.7773100000000001,793.995,494.176,0.9313100000000001,791.939,562.809,0.908871,0.0,0.0,0.0,0.0,0.0,0.0,852.652,312.038,0.566858,821.451,310.034,0.823394
54,0,0.0,0.0,0.0,805.735,339.502,0.905115,837.007,341.381,0.873348,852.753,384.409,0.981256999999999,831.187,382.516,0.206977,776.243,339.482,0.892431,758.694,386.412,0.930115999999999,762.586,382.557,0.119813999999999,817.411,435.436,0.776293999999999,823.373,496.172,0.855563,836.941,562.792,0.823287999999999,776.347,433.524,0.782702999999999,772.359,496.221,0.875854999999999,762.673,560.86,0.843437999999999,0.0,0.0,0.0,0.0,0.0,0.0,815.461,306.039,0.697646,786.089,306.167,0.918847
55,0,0.0,0.0,0.0,764.604,337.524,0.909574,792.086,337.386,0.943137,801.764,380.524,0.764003,782.162,384.549,0.142348,740.993,341.366,0.8759709999999991,729.234,386.467,0.918400999999999,745.043,384.531,0.193414,786.126,429.556,0.807106,776.39,494.122,0.895246,776.329,558.878,0.819878,752.807,431.475,0.763023999999999,758.612,494.231,0.880396,766.502,558.863,0.773918,0.0,0.0,0.0,741.001,304.207,0.072570799999999,774.293,302.168,0.477622,743.063,304.194,0.978578
56,0,709.603,311.981,0.087478199999999,731.305,339.411,0.896726999999999,758.602,339.418,0.921789,760.61,382.531,0.560439,0.0,0.0,0.0,711.643,339.444,0.901346,697.941,386.495,0.873429,682.346,382.595,0.597997,745.008,429.529,0.849075999999999,727.297,492.153,0.851514999999999,711.76,541.217,0.947036999999999,721.474,429.53,0.777616,727.381,492.25,0.8778100000000001,758.716,556.85,0.935152,0.0,0.0,0.0,709.692,306.06,0.171349,740.976,304.223,0.283130999999999,713.547,306.101,0.955919
57,1,0.0,0.0,0.0,701.867,335.565,0.918034999999999,727.359,337.391,0.926693999999999,729.404,378.61,0.79854,711.642,382.596,0.160833,680.306,335.555,0.937558999999999,664.556,380.536,0.8706900000000001,648.978,370.776,0.601695,711.681,421.747,0.822206999999999,709.682,478.486,0.887975,711.704,541.157,0.9123800000000001,680.258,419.801,0.77775,664.608,476.611,0.957583,660.714,539.225,0.887923999999999,0.0,0.0,0.0,0.0,0.0,0.0,711.734,304.079,0.704413,682.305,304.094,0.943542999999999
58,1,0.0,0.0,0.0,645.083,335.405,0.884054999999999,668.549,335.402,0.867074,680.35,378.571,0.835893,680.331,411.87,0.846167999999999,617.656,335.433,0.9249600000000001,605.857,374.732,0.822650999999999,625.452,384.538,0.203511,656.808,413.908,0.792067,650.971,470.651,0.924250999999999,660.702,525.565,0.900064,627.429,413.887,0.790241,623.531,474.557,0.820352,631.372,531.44,0.816673,0.0,0.0,0.0,0.0,0.0,0.0,650.983,300.213,0.762807,623.522,302.173,0.836849
59,1,0.0,0.0,0.0,621.554,335.488,0.924708,648.983,335.564,0.899918999999999,654.88,378.57,0.807735,650.917,411.869,0.900044,599.943,335.47,0.905675999999999,588.221,370.814,0.882174999999999,600.009,388.419,0.123557,635.245,413.852,0.861032999999999,621.518,466.763,0.794798999999999,619.549,525.481,0.809816,605.894,413.834,0.835897,607.829,464.874,0.802033,621.509,523.623,0.781131,0.0,0.0,0.0,0.0,0.0,0.0,635.187,304.105,0.910826999999999,603.991,304.168,0.934353999999999
60,1,0.0,0.0,0.0,607.815,331.54,0.839928,635.208,331.608,0.877015,645.027,370.838,0.820776,633.337,402.085,0.881683999999999,584.351,329.602,0.8481000000000001,570.685,368.789,0.958706,584.265,382.568,0.206099,617.663,409.964,0.804802,617.555,460.961,0.895251999999999,613.673,517.714,0.817203,586.272,404.077,0.8351200000000001,580.364,460.793,0.854325999999999,570.645,509.916,0.940022999999999,0.0,0.0,0.0,0.0,0.0,0.0,617.623,302.16,0.828633,590.172,304.067,0.879765999999999
61,1,0.0,0.0,0.0,572.67,331.585,0.876792,601.931,329.669,0.860557,611.787,368.819,0.8448100000000001,613.656,400.155,0.817338999999999,551.029,331.609,0.849055999999999,541.279,368.837,0.867410999999999,554.959,392.343,0.15848399999999901,590.189,406.015,0.798134999999999,599.942,456.973,0.855341999999999,601.959,509.798,0.934039,558.886,404.081,0.775999,564.739,458.956,0.846036999999999,570.515,509.968,0.900003999999999,0.0,0.0,0.0,0.0,0.0,0.0,588.27,304.06,0.883438,566.646,304.076,0.810093
62,1,0.0,0.0,0.0,570.654,331.629,0.933179,596.04,331.589,0.8138900000000001,605.865,368.784,0.9025029999999991,611.72,400.127,0.88795,545.111,333.546,0.840870999999999,541.201,368.886,0.815048999999999,554.919,388.402,0.167099,588.189,404.08,0.8446800000000001,594.085,458.905,0.871508,597.982,509.859,0.934584,556.914,404.094,0.808302,564.728,460.895,0.871374,570.545,511.802,0.870436,0.0,0.0,0.0,0.0,0.0,0.0,588.175,304.107,0.930767999999999,560.785,304.119,0.764370999999999
