,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
23,2,25.13,353.252,0.954647999999999,1060.41,398.199,0.887508,1025.04,394.238,0.86382,1021.22,464.844,0.660443,993.694,447.144,0.905165999999999,1103.45,400.224,0.802184,1103.56,496.212,0.8271000000000001,1103.43,586.24,0.800894,1009.45,547.073,0.713986,1011.52,652.893,0.696751,0.0,0.0,0.0,1060.4,554.994,0.685292,1058.46,652.915,0.562565,0.0,0.0,0.0,1019.25,347.262,0.714008,1032.97,347.229,0.83686,0.0,0.0,0.0,1060.37,343.31,0.782829
24,2,23.16,351.17,0.932534,1058.45,398.231,0.918049,1019.28,394.273,0.824981,1013.38,468.708,0.666266999999999,987.936,451.091,0.79498,1101.48,402.118,0.763617,1103.55,500.046,0.806379,1101.5,586.332,0.773477,1009.44,549.052,0.735305,1011.4,658.791,0.690975,0.0,0.0,0.0,1060.41,556.877,0.686037999999999,1060.42,660.7,0.532759,0.0,0.0,0.0,1015.36,339.401,0.783432,1029.04,337.563,0.885301,0.0,0.0,0.0,1058.52,337.524,0.838244999999999
25,2,995.808,351.232,0.953144,1034.92,398.223,0.865819,995.703,390.391,0.875259,995.775,462.811,0.646617,966.411,455.045,0.734328,1072.18,402.153,0.785651,1074.18,494.253,0.827986,1070.22,572.647,0.842109,989.866,543.221,0.6897,991.83,650.995,0.700035,0.0,0.0,0.0,1036.85,554.865,0.683763,1027.13,652.951,0.548985,0.0,0.0,0.0,993.729,339.498,0.871238,1009.4,339.407,0.937701999999999,0.0,0.0,0.0,1036.89,339.456,0.76722
26,2,964.498,353.255,0.937241,1009.35,398.244,0.895235999999999,968.302,394.295,0.829164999999999,966.347,462.855,0.667929,942.875,458.914,0.783103999999999,1042.7,402.122,0.794758,1050.56,494.28,0.801248,1044.7,576.458,0.800129,970.255,547.089,0.654567,976.121,648.955,0.530837,0.0,0.0,0.0,1009.52,554.964,0.704615,989.88,650.979,0.579652,0.0,0.0,0.0,962.465,345.343,0.867568999999999,978.114,345.33,0.917192,0.0,0.0,0.0,1009.37,343.38,0.810786
27,2,948.808,353.147,0.954441,980.152,400.104,0.888739,946.663,394.245,0.850862999999999,935.057,458.878,0.611621,915.388,453.087,0.710838,1021.23,407.989,0.736148999999999,1021.17,505.954,0.767995,1017.27,588.265,0.772448999999999,933.014,556.942,0.714932,933.094,666.664,0.707116,0.0,0.0,0.0,980.159,568.665,0.666268,978.058,670.528,0.590001,0.0,0.0,0.0,946.649,343.326,0.8793200000000001,962.463,339.478,0.938230999999999,0.0,0.0,0.0,995.665,339.434,0.878262999999999
28,2,946.747,353.213,0.944294,978.047,396.214,0.863999,935.039,386.456,0.863,927.135,451.12,0.622278,901.711,447.123,0.7828,1013.41,398.266,0.790933999999999,1023.1,492.286,0.810908,1025.07,576.491,0.73624,919.301,551.035,0.702005,913.382,664.639,0.720494,915.272,715.62,0.073850199999999,980.057,558.886,0.668775,976.103,674.41,0.616587,0.0,0.0,0.0,935.081,345.299,0.856638,956.588,343.342,0.837305,0.0,0.0,0.0,983.956,341.385,0.751676999999999
29,2,933.138,353.054,0.94227,972.215,392.344,0.774486999999999,932.982,384.492,0.857997,917.405,460.875,0.44702000000000003,899.654,451.098,0.516546,1011.35,398.179,0.833537,1013.37,494.268,0.789675,1017.31,586.296,0.739545,915.408,556.877,0.69977,907.565,672.495,0.67535,0.0,0.0,0.0,976.131,566.68,0.6267100000000001,966.391,682.227,0.604657,0.0,0.0,0.0,931.029,339.443,0.904141,946.8,339.419,0.927708,0.0,0.0,0.0,979.996,337.547,0.831252999999999
30,2,931.169,351.265,0.988788,964.412,390.389,0.839553,930.987,384.503,0.866302999999999,919.347,445.198,0.577897,899.798,447.19,0.814404999999999,1003.59,396.247,0.7561300000000001,1005.52,490.296,0.782926,1009.48,582.367,0.736965,915.433,554.908,0.731734,907.6,668.608,0.656709,0.0,0.0,0.0,968.33,564.705,0.621544,964.329,678.331,0.618935999999999,0.0,0.0,0.0,925.189,339.465,0.865993,944.806,339.406,0.913393,0.0,0.0,0.0,974.174,339.429,0.772724
31,2,931.071,353.083,0.979406999999999,964.404,392.328,0.830361,931.016,384.56,0.861556999999999,917.437,449.174,0.471637,901.67,449.104,0.739378,1001.63,396.253,0.744548,999.68,492.267,0.792762,999.688,586.331,0.730883,915.345,554.971,0.716675,903.701,666.608,0.650115999999999,0.0,0.0,0.0,966.326,566.674,0.632485,962.38,674.431,0.600012,0.0,0.0,0.0,923.229,341.389,0.855364999999999,942.82,341.354,0.856356,0.0,0.0,0.0,968.309,345.313,0.732032
32,2,929.142,353.187,0.9344500000000001,964.355,396.242,0.872173,930.98,388.391,0.826766999999999,919.306,455.048,0.431994,899.801,453.081,0.671038,999.665,398.247,0.773859,997.771,494.271,0.781141,1001.6,586.283,0.749522999999999,913.42,556.886,0.70198,903.722,668.614,0.698491,0.0,0.0,0.0,964.429,566.71,0.660358,962.407,674.436,0.623943999999999,0.0,0.0,0.0,919.292,343.385,0.885289,936.967,341.42,0.855908,0.0,0.0,0.0,968.317,339.469,0.7685109999999991
33,2,930.975,353.248,0.935203,964.469,396.197,0.865672999999999,927.145,386.411,0.878227,915.331,447.176,0.580257999999999,899.666,458.878,0.6953900000000001,1009.44,398.289,0.843378,1025.05,486.328,0.857935999999999,1009.39,556.814,0.887625,911.5,554.978,0.688615,901.787,668.58,0.712815,0.0,0.0,0.0,968.28,566.661,0.639166,954.574,676.422,0.615594,0.0,0.0,0.0,919.37,347.219,0.852412,938.898,343.381,0.85033,0.0,0.0,0.0,968.346,343.348,0.760788999999999
34,2,936.982,358.999,0.847131,968.364,398.235,0.86689,927.153,392.349,0.824788,888.001,460.889,0.862703999999999,915.429,466.765,0.827097,1015.32,402.155,0.777992999999999,1036.88,482.42,0.806230999999999,1009.52,515.746,0.821715,909.571,556.896,0.699726,891.875,662.655,0.548666,0.0,0.0,0.0,970.255,564.734,0.634867,950.671,664.662,0.359969,0.0,0.0,0.0,931.108,349.261,0.950441,948.736,349.259,0.896844,0.0,0.0,0.0,978.112,351.082,0.845569
35,2,944.81,360.937,0.868278,968.318,398.215,0.892706999999999,923.27,396.198,0.833448,903.739,445.269,0.577751999999999,901.68,460.895,0.805891999999999,1015.36,400.176,0.801396999999999,1036.91,478.542,0.884057,1009.37,490.273,0.8722700000000001,927.156,515.747,0.611378,888.013,594.096,0.555744999999999,917.379,682.275,0.163649,983.956,523.645,0.610468,952.616,596.076,0.233441999999999,948.763,684.252,0.0639943,933.078,351.137,1.00003,954.605,351.087,0.862799,927.184,351.255,0.255378999999999,978.159,351.129,0.828388
36,2,944.737,364.829,0.871093999999999,968.313,398.245,0.885483999999999,921.333,396.178,0.826842,911.487,454.994,0.389857,901.752,462.88,0.770911999999999,1015.34,400.26,0.7949900000000001,1038.83,478.616,0.879165,1005.53,474.579,0.840183999999999,917.351,539.221,0.625934,895.815,645.061,0.417361,913.476,715.594,0.175990999999999,980.039,551.006,0.6095900000000001,956.517,648.997,0.510393,952.611,715.653,0.0837494,933.006,351.174,1.00142,954.616,351.156,0.866024999999999,925.174,349.175,0.111526,981.993,347.295,0.812234
37,2,940.876,361.012,0.838097,966.396,398.164,0.897926999999999,923.238,390.362,0.819836999999999,903.657,433.468,0.443276,901.643,460.945,0.717768,1011.5,400.195,0.83352,1038.79,480.454,0.8592700000000001,995.829,468.696,0.872115,919.377,539.267,0.552657,899.668,637.229,0.396983,901.697,715.6,0.152435,982.073,552.994,0.591156999999999,960.403,648.922,0.494378,952.635,715.644,0.170839,931.148,351.114,0.992683,950.697,351.115,0.869580999999999,925.168,349.186,0.106264,980.027,349.192,0.834568
38,2,935.027,359.045,0.86963,964.46,398.117,0.910814999999999,919.356,390.356,0.869684999999999,915.377,453.058,0.449478999999999,899.699,460.978,0.74011,1011.4,400.126,0.865885,1030.97,480.487,0.837526999999999,995.741,468.708,0.867842,919.324,531.454,0.604049,889.957,650.929,0.389733,893.841,715.591,0.073111,980.125,545.125,0.601785,956.559,650.914,0.514191,954.621,715.661,0.0635925,930.979,351.103,0.953849,948.64,351.094,0.923739,915.459,345.302,0.07096000000000001,976.134,349.257,0.811657
39,2,935.016,360.96,0.8679,964.363,398.104,0.914084999999999,917.477,388.414,0.899202,907.558,447.208,0.434961,897.766,460.862,0.689145,1009.48,400.151,0.862807999999999,1027.18,486.324,0.809245,991.767,464.869,0.833002999999999,919.309,527.525,0.583523,889.932,633.278,0.354919,891.892,715.589,0.119602,982.031,541.279,0.572118999999999,948.735,646.99,0.481489,952.614,715.651,0.0870171,929.124,351.129,0.941214999999999,946.849,351.085,0.910183,915.418,349.224,0.114347999999999,978.008,347.251,0.792898
40,2,932.995,357.11,0.903524999999999,962.51,398.142,0.910526,917.385,388.444,0.893913,901.684,447.176,0.4549,895.814,460.882,0.565445,1009.39,400.137,0.842716999999999,1027.09,484.424,0.773875,983.968,464.887,0.801022999999999,917.361,527.489,0.569861,872.32,572.624,0.309564,899.724,672.487,0.215276,978.146,543.157,0.579051,946.719,637.225,0.40977,950.703,715.627,0.124774,923.26,349.25,0.883533,944.835,349.214,0.892237,909.511,347.241,0.101037,972.208,347.277,0.780509
41,2,915.342,355.17,0.938589,952.674,398.153,0.8757800000000001,913.388,394.321,0.854761,891.926,449.158,0.489732,895.785,462.915,0.57896,995.794,398.207,0.856803,1021.15,478.527,0.824256,972.245,462.963,0.78849,913.473,527.502,0.538967,864.479,574.535,0.281016,885.974,674.446,0.0680925,974.211,539.223,0.508544,944.758,635.287,0.176964999999999,950.698,715.603,0.0667881,905.584,349.243,0.83206,923.252,347.257,0.856626999999999,0.0,0.0,0.0,958.521,341.414,0.790532999999999
42,2,870.316,353.145,0.991177,917.428,396.245,0.886127999999999,876.266,392.316,0.822739,854.701,460.831,0.644452999999999,872.347,462.787,0.551007,962.395,398.132,0.849985999999999,980.098,476.569,0.881693,925.193,462.813,0.720826,880.169,525.541,0.543982,835.102,572.564,0.317803,831.165,656.823,0.0663253,944.75,539.207,0.570359,925.18,656.809,0.128647999999999,938.9,715.63,0.083825799999999,868.385,341.413,0.683059,882.101,343.382,0.876563,0.0,0.0,0.0,913.466,343.324,0.772053
43,2,821.374,351.227,0.942059,870.428,386.51,0.850945,835.028,384.526,0.875394,811.571,453.085,0.615516,833.101,453.026,0.497282,913.479,392.32,0.791702,933.02,464.835,0.866973,882.095,453.058,0.763624,829.214,517.723,0.557344,778.289,554.967,0.418691,0.0,0.0,0.0,889.943,535.313,0.624715999999999,884.109,646.981,0.502155999999999,901.734,715.615,0.124614999999999,0.0,0.0,0.0,823.428,339.447,0.885214,0.0,0.0,0.0,854.68,337.517,0.843464999999999
44,2,791.907,353.113,0.953515,842.899,388.435,0.822225,805.671,386.433,0.879764,782.212,451.107,0.761037,815.496,449.149,0.663030999999999,884.072,392.327,0.818175,901.674,462.956,0.895724,854.61,451.114,0.742324,805.665,507.947,0.674719,746.934,545.109,0.528104999999999,746.943,629.371,0.11687499999999901,864.449,519.645,0.60823,839.008,556.928,0.148930999999999,774.343,647.004,0.0701859,790.114,339.477,0.249162,797.868,343.375,0.833456,0.0,0.0,0.0,827.268,341.37,0.777848
45,2,786.066,364.849,0.851398,829.244,390.355,0.809357,790.056,386.505,0.87819,770.459,458.873,0.779548,803.685,449.141,0.677615,870.287,392.29,0.832033999999999,889.973,462.846,0.8448700000000001,844.874,449.154,0.784246999999999,793.936,507.947,0.638224,750.864,556.846,0.458511,744.941,643.085,0.0924752,856.627,517.727,0.615803,803.706,594.126,0.303157,780.248,678.346,0.091604999999999,786.087,353.076,0.16144,790.047,353.092,0.927524999999999,0.0,0.0,0.0,819.377,349.2,0.7790300000000001
46,2,774.425,355.154,0.892606999999999,823.412,392.336,0.852499,788.009,388.412,0.83499,762.614,458.883,0.845700999999999,801.74,449.123,0.762265,866.455,394.304,0.817623,884.056,464.863,0.84579,839.046,449.178,0.822450999999999,789.971,507.924,0.666437,743.053,553.003,0.538613,743.003,633.287,0.107778,850.71,515.736,0.575226999999999,809.641,562.779,0.199097,766.547,656.81,0.069274099999999,776.237,349.147,0.1867,780.254,351.097,0.841947999999999,0.0,0.0,0.0,809.674,349.226,0.7725069999999991
47,2,768.445,355.115,0.8750300000000001,823.265,392.331,0.865169,788.006,386.517,0.841457,762.661,447.215,0.706282,790.01,447.19,0.603692999999999,858.609,394.306,0.780617999999999,880.175,466.795,0.810418,827.25,449.173,0.785454,788.055,509.908,0.572741,731.323,550.981,0.423170999999999,731.257,627.429,0.0661899,840.964,523.581,0.595398,774.378,586.283,0.127772,744.991,670.522,0.0630146,768.452,349.183,0.145632999999999,774.381,349.248,0.938466999999999,0.0,0.0,0.0,803.765,347.287,0.790929
48,2,762.674,357.035,0.871224,821.277,394.29,0.854815999999999,778.325,388.409,0.816022999999999,766.506,447.187,0.357165,762.574,453.052,0.418311,854.72,398.088,0.845077,872.321,470.722,0.756958,821.337,447.285,0.598418999999999,778.28,509.89,0.536606,729.319,552.935,0.297239,713.634,627.417,0.055747,837.065,523.555,0.582873,827.241,556.927,0.083527999999999,0.0,0.0,0.0,766.473,351.074,0.116189,774.26,351.127,0.921389,0.0,0.0,0.0,799.828,349.229,0.810587
49,2,758.711,353.178,0.919469,807.713,394.247,0.866143,772.425,390.389,0.850260999999999,758.621,449.126,0.574932,758.646,449.17,0.461929,848.83,394.299,0.795694999999999,868.379,462.915,0.862719,823.423,447.275,0.810017,774.404,509.927,0.581876,727.384,554.886,0.239790999999999,0.0,0.0,0.0,829.24,521.622,0.549555999999999,821.369,564.738,0.0868955,0.0,0.0,0.0,758.679,341.392,0.34533,764.575,347.251,0.818654,0.0,0.0,0.0,793.94,347.255,0.782623
50,2,748.872,359.026,0.882112999999999,803.712,394.288,0.855839,760.686,396.177,0.888521,754.748,449.186,0.49356000000000005,746.965,456.977,0.433811,839.027,392.285,0.8294009999999991,866.434,460.949,0.853551,817.442,447.148,0.775478999999999,774.324,507.951,0.545029,729.356,552.944,0.267955,731.234,633.294,0.0646115,831.168,511.858,0.517818,821.386,551.036,0.104278,0.0,0.0,0.0,750.796,351.191,0.0796878,756.756,351.14,0.923982,0.0,0.0,0.0,782.191,349.151,0.801075
51,2,744.909,353.24,0.970399,793.998,394.281,0.845182999999999,758.645,392.354,0.8763500000000001,744.932,458.911,0.506384,746.946,460.962,0.363614999999999,836.993,394.237,0.815581999999999,862.505,460.859,0.801534,821.383,447.196,0.779785,768.508,513.791,0.528494999999999,729.254,554.948,0.348018,727.327,641.123,0.068574299999999,829.198,519.69,0.540598999999999,790.028,564.736,0.121221,752.811,662.671,0.0502192,743.013,347.218,0.505077,754.794,347.288,0.8704600000000001,0.0,0.0,0.0,786.073,347.249,0.778142999999999
52,2,744.881,353.201,0.959765,791.998,388.453,0.877756,754.713,390.345,0.824924999999999,742.919,456.999,0.598958,748.895,460.79,0.527683999999999,835.073,388.426,0.7927500000000001,856.682,456.948,0.8320500000000001,821.432,445.274,0.88936,768.444,505.973,0.587083,729.319,552.986,0.352205999999999,725.392,621.549,0.072293299999999,823.369,507.868,0.560016,809.608,564.734,0.14404,0.0,0.0,0.0,742.971,345.28,0.540945,754.758,347.256,0.8310900000000001,0.0,0.0,0.0,784.172,347.282,0.715415999999999
53,2,743.059,353.2,0.958615,791.989,390.378,0.888219,752.818,390.387,0.814333,741.036,460.823,0.816214,776.346,447.289,0.724961,835.094,388.454,0.800532999999999,854.713,456.991,0.825137,821.32,445.292,0.832222,762.572,507.852,0.6748000000000001,727.386,554.855,0.556268,737.125,629.375,0.160244,821.404,507.934,0.614186,821.332,562.758,0.206898,821.299,650.932,0.109387,743.005,345.298,0.388428,752.769,347.265,0.837588999999999,0.0,0.0,0.0,782.201,347.296,0.7284600000000001
54,2,744.894,353.193,0.963482,790.105,388.437,0.8757900000000001,748.91,390.331,0.83128,737.149,460.962,0.719214999999999,756.698,456.997,0.620553999999999,831.184,388.386,0.774694999999999,856.634,458.926,0.852796,821.383,447.104,0.930284999999999,760.594,507.973,0.6834100000000001,727.355,554.899,0.372154,729.294,613.73,0.0726275,821.345,509.837,0.573371,801.768,566.698,0.160006999999999,0.0,0.0,0.0,742.985,345.274,0.571102,754.774,347.237,0.847279,0.0,0.0,0.0,786.093,343.387,0.750334
55,2,744.895,353.231,0.989698,790.022,388.435,0.880486,746.905,388.431,0.889317999999999,741.025,447.176,0.5723600000000001,741.062,456.983,0.793979,829.203,388.397,0.781123,856.602,457.003,0.845650999999999,823.33,447.2,0.926805,756.72,504.009,0.649608,729.244,554.972,0.347723,725.36,615.68,0.0706728,809.646,507.891,0.559991999999999,801.788,570.621,0.105735,0.0,0.0,0.0,742.926,345.334,0.735541999999999,756.653,347.237,0.874369,0.0,0.0,0.0,784.126,343.333,0.787642
56,2,746.932,351.261,0.945043,790.029,386.442,0.889407,745.056,388.452,0.868305999999999,729.398,458.958,0.773037,743.056,460.822,0.8849600000000001,833.083,384.559,0.811551999999999,858.585,456.99,0.814056999999999,823.279,447.191,0.911052,758.575,509.952,0.648903,733.19,586.296,0.178345,0.0,0.0,0.0,815.489,515.756,0.544423,792.031,607.829,0.127257999999999,0.0,0.0,0.0,744.885,339.478,0.859151,758.72,339.497,0.931284,0.0,0.0,0.0,789.932,339.405,0.824129
57,2,758.655,353.127,0.981436,797.833,388.413,0.824228,756.672,388.444,0.860101999999999,740.991,455.038,0.780411,758.65,458.87,0.5853900000000001,840.946,388.378,0.816097,866.419,458.968,0.824924999999999,837.071,449.194,0.804773,762.67,511.851,0.591912,737.136,556.961,0.296643,739.043,635.261,0.0790247,829.202,511.877,0.529882,807.702,580.419,0.153574,0.0,0.0,0.0,750.879,341.432,0.828193,768.464,341.401,0.8468800000000001,0.0,0.0,0.0,799.83,345.31,0.788658
58,2,776.319,351.175,0.965869,817.452,384.561,0.859977,774.29,384.507,0.908710999999999,758.66,449.179,0.641382,764.547,457.003,0.711982999999999,858.599,384.597,0.804670999999999,883.975,460.88,0.868977,854.601,451.08,0.858069,776.244,511.814,0.645652,746.984,556.886,0.30342399999999903,746.982,633.279,0.0636427,837.104,517.699,0.532223,807.663,621.531,0.0749517,0.0,0.0,0.0,772.431,337.585,0.867205,789.914,337.561,0.924407,0.0,0.0,0.0,819.358,337.45,0.829457999999999
59,2,799.79,349.172,0.869301999999999,835.084,384.563,0.88975,789.986,384.543,0.906403,764.608,451.072,0.797169,788.052,456.949,0.8183100000000001,880.16,386.485,0.805562999999999,903.621,458.902,0.844905,880.161,449.2,0.896393999999999,790.105,511.856,0.678925,776.282,574.551,0.168166999999999,0.0,0.0,0.0,852.734,515.769,0.583761,839.016,603.916,0.082291,0.0,0.0,0.0,792.013,337.426,0.927804,807.689,335.584,0.944651999999999,0.0,0.0,0.0,838.979,335.524,0.878141
60,2,819.344,351.21,0.928277999999999,850.686,392.331,0.827936,803.675,390.35,0.853723999999999,776.253,455.03,0.880967,797.846,458.957,0.903794999999999,895.838,396.171,0.790252,917.393,462.795,0.850117999999999,897.706,462.799,0.835954,805.622,535.327,0.653546,795.902,625.469,0.247883,0.0,0.0,0.0,868.364,539.218,0.595923,852.726,631.321,0.177596,0.0,0.0,0.0,809.592,337.569,0.911569,825.37,339.43,0.859703,0.0,0.0,0.0,856.622,341.357,0.7874800000000001
61,2,825.315,351.221,0.917055,858.594,392.334,0.826426999999999,809.667,392.315,0.843982,788.076,460.818,0.846644,815.503,462.806,0.902303,907.56,394.279,0.783343999999999,932.993,464.838,0.820415,911.52,462.906,0.86994,819.423,525.614,0.623402,805.628,619.588,0.203906999999999,0.0,0.0,0.0,885.958,527.513,0.562523,876.224,627.43,0.103077999999999,0.0,0.0,0.0,821.379,339.447,0.917319,837.129,339.417,0.942738,0.0,0.0,0.0,868.379,339.396,0.857459
62,2,837.032,355.184,0.930940999999999,870.311,398.096,0.900979,823.251,394.312,0.920114999999999,793.978,460.851,0.837768,821.444,464.889,0.9219449999999991,917.37,398.205,0.8668,940.883,470.699,0.755207,917.433,468.721,0.846843,825.294,531.441,0.618431,807.721,605.879,0.199798,805.637,674.46,0.072302499999999,893.854,533.394,0.544130999999999,886.022,617.606,0.0852341,0.0,0.0,0.0,829.181,349.206,0.846472,848.76,349.168,0.858914,0.0,0.0,0.0,880.115,345.336,0.779551999999999
63,2,837.041,360.965,0.832832,880.169,400.143,0.895388,831.168,398.161,0.865822,805.592,462.839,0.877077999999999,827.251,470.683,0.8759100000000001,929.086,402.174,0.798194,948.711,478.541,0.834885,929.122,476.57,0.860472,831.156,541.173,0.59304,811.572,615.668,0.18302000000000002,0.0,0.0,0.0,899.707,543.192,0.540868999999999,884.076,621.554,0.0847614,0.0,0.0,0.0,835.106,351.141,0.474306,842.963,351.201,0.810183,0.0,0.0,0.0,878.18,351.182,0.70232
64,2,839.021,366.877,0.960086999999999,882.114,400.178,0.898497999999999,835.035,398.16,0.887814999999999,807.629,462.812,0.883224,829.235,470.65,0.833321,931.002,404.124,0.792025,948.679,478.494,0.784858,929.154,478.45,0.859962,835.082,539.258,0.645164,815.473,625.455,0.204905,805.714,680.346,0.053381599999999,899.747,541.275,0.585602,888.01,635.264,0.096781899999999,0.0,0.0,0.0,836.969,353.212,0.842471,852.648,353.259,0.894675999999999,0.0,0.0,0.0,885.961,353.063,0.814236
65,2,840.994,366.855,0.913894,883.998,400.17,0.922882,836.956,398.163,0.906826999999999,807.575,462.82,0.8791200000000001,831.143,464.883,0.871193,931.038,406.004,0.797698,950.674,476.604,0.833028,931.123,476.479,0.881466,837.02,527.554,0.645452999999999,817.436,613.713,0.202502,0.0,0.0,0.0,899.74,535.312,0.554369,893.871,609.785,0.0830817,0.0,0.0,0.0,838.961,353.211,0.828183,852.766,355.126,0.87521,0.0,0.0,0.0,886.004,353.17,0.796991999999999
